680,17,1409,937,63788,,3,2001-11-09 15:37:08,520,172.016.112.020,RIP,520,172.016.112.255,RIP,00:C0:4F:A3:57:DB,,FF:FF:FF:FF:FF:FF,,,,,2,?,32,TYOKQMSGI8OWN74IAPSIFZSHL7,0,152.014.009.144,102,network_sensor_1,18000,843000000,5,,,172.16.112.20,172.16.112.255,152.14.9.144,RIPAdd,,,,,,0,1
323,6,1409,937,63789,,3,2001-11-09 15:37:18,2127,172.016.112.149,2127,25,195.073.151.050,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,33,FNLGT6TLWS6EKFJROVXKI6X5Q5,0,152.014.009.144,101,network_sensor_1,18000,625000000,5,,,172.16.112.149,195.73.151.50,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,937,63790,,3,2001-11-09 15:37:19,2128,172.016.113.204,2128,25,195.073.151.050,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,34,FYUNTTU5EGYXHEC54SHKEXGQAY,0,152.014.009.144,101,network_sensor_1,18000,718000000,5,,,172.16.113.204,195.73.151.50,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,937,63791,,3,2001-11-09 15:37:39,63310,194.007.248.153,63310,25,172.016.113.204,E-mail,00:10:5A:9C:B2:8E,,00:C0:4F:A3:57:DB,,,,,3,?,35,I5RFVQE9MMTM9F5H4SE5W7PW64,0,152.014.009.144,101,network_sensor_1,18000,31000000,5,,,194.7.248.153,172.16.113.204,152.14.9.144,Email_Ehlo,,,,,,0,1
3943,6,1409,938,63792,,3,2001-11-09 15:38:10,63329,194.027.251.021,63329,23,172.016.112.207,Telnet,00:10:5A:9C:B2:8E,,00:C0:4F:A3:57:DB,,,,,3,?,36,ZSMRQ7VHNNX9EB5BRL65BG7445,0,152.014.009.144,101,network_sensor_1,18000,156000000,5,,,194.27.251.21,172.16.112.207,152.14.9.144,TelnetTerminaltype,,,,,,0,1
323,6,1409,938,63793,,3,2001-11-09 15:38:26,2178,172.016.113.204,2178,25,194.007.248.153,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,37,JKAPC99FNO5M4FRYIVNPR5NWQY,0,152.014.009.144,101,network_sensor_1,18000,484000000,5,,,172.16.113.204,194.7.248.153,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,938,63794,,3,2001-11-09 15:38:48,63335,135.008.060.182,63335,25,172.016.113.207,E-mail,00:10:5A:9C:B2:8E,,00:C0:4F:A3:57:DB,,,,,3,?,41,WMU4S79TPGPLWJN9IYEKZGA8E6,0,152.014.009.144,101,network_sensor_1,18000,390000000,5,,,135.8.60.182,172.16.113.207,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,938,63795,,3,2001-11-09 15:38:37,2242,172.016.113.207,2242,25,194.027.251.021,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,38,EGTG9M8UTBN9S6DN698FG6SGC9,0,152.014.009.144,101,network_sensor_1,18000,468000000,5,,,172.16.113.207,194.27.251.21,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,938,63796,,3,2001-11-09 15:38:38,2245,172.016.113.207,2245,25,196.227.033.189,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,39,PCNCK9GAUHA7HPNKXY8GBJHFR5,0,152.014.009.144,101,network_sensor_1,18000,531000000,5,,,172.16.113.207,196.227.33.189,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,938,63797,,3,2001-11-09 15:38:39,2249,172.016.113.207,2249,25,135.008.060.182,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,40,OKNRJ7NO85PSL5BITKMHOS8CE4,0,152.014.009.144,101,network_sensor_1,18000,625000000,5,,,172.16.113.207,135.8.60.182,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,939,63798,,3,2001-11-09 15:39:04,2250,172.016.113.148,2250,25,172.016.114.050,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,42,5S9NL7ZC8ZYLCI7998AKFFFBYZ,0,152.014.009.144,101,network_sensor_1,18000,468000000,5,,,172.16.113.148,172.16.114.50,152.14.9.144,Email_Ehlo,,,,,,0,1
323,6,1409,939,63799,,3,2001-11-09 15:39:04,2251,172.016.113.148,2251,25,194.007.248.153,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,43,5BDJEWCJ6CS5WZXSUUIHRJ7QO5,10,152.014.009.144,101,network_sensor_1,18000,890000000,5,,,172.16.113.148,194.7.248.153,152.14.9.144,Email_Ehlo,,,,,,0,1
