0,1547913657,FW,smtp,209.131.79.129,74.125.103.25,DROP,3,,,,,0
1,1547913658,WS,http,68.180.19.75,74.125.103.23,CONNECT,8,,,,,0
2,1547913658,FW,ftp,68.147.136.228,74.125.105.31,ACCEPT,4,,,,,0
3,1547913658,FW,http,209.131.223.98,74.125.103.20,DROP,5,,,,,0
4,1547913658,WS,http,209.180.233.162,74.125.103.20,OPTIONS,7,,,,,0
5,1547913658,FW,http,68.39.2.129,74.125.103.21,DROP,1,,,,,0
6,1547913660,FW,ftp,216.180.204.227,74.125.103.20,DROP,3,,,,,0
7,1547913662,WS,http,87.248.2.35,74.125.103.23,POST,1,,,,,0
8,1547913662,FW,http,209.180.244.58,74.125.105.31,ACCEPT,2,,,,,0
9,1547913662,FW,http,209.180.50.232,74.125.103.20,DROP,6,,,,,0
10,1547913663,WS,http,69.180.78.227,74.125.103.23,GET,8,,,,,0
11,1547913663,FW,http,209.248.85.59,74.125.105.30,ACCEPT,3,,,,,0
12,1547913664,FW,http,68.180.79.37,74.125.105.31,ACCEPT,7,,,,,0
13,1547913666,FW,ftp,69.248.242.91,74.125.103.22,DROP,4,,,,,0
14,1547913668,FW,smtp,216.39.95.96,74.125.103.24,ACCEPT,8,,,,,0
15,1547913669,WS,http,69.248.242.91,74.125.103.22,GET,2,,,,,0
16,1547913672,FW,ftp,209.180.95.187,74.125.103.22,DROP,3,,,,,0
17,1547913672,FW,http,216.131.74.162,74.125.103.23,ACCEPT,6,,,,,0
18,1547913674,WS,http,209.39.90.42,74.125.105.30,GET,3,,,,,0
19,1547913677,WS,http,68.180.128.173,74.125.103.21,OPTIONS,7,,,,,0
20,1547913677,MS,smtp,68.39.156.64,74.125.103.24,MAIL_FROM,8,,,,,0
21,1547913679,MS,smtp,68.39.33.102,74.125.103.24,MAIL_FROM,2,,,,,0
22,1547913680,WS,http,68.147.217.132,74.125.105.30,HEAD,4,,,,,0
23,1547913680,WS,http,216.131.188.120,74.125.105.31,HEAD,5,,,,,0
24,1547913683,WS,http,69.147.19.178,74.125.103.22,GET,9,,,,,0
25,1547913683,FW,http,216.131.243.187,74.125.103.22,ACCEPT,7,,,,,0
26,1547913685,MS,smtp,209.248.244.199,74.125.103.24,EHLO,9,,,,,0
27,1547913686,WS,http,69.39.219.134,74.125.103.23,GET,9,,,,,0
28,1547913689,FW,http,69.131.115.89,74.125.103.21,ACCEPT,9,,,,,0
29,1547913692,FW,ftp,68.248.217.3,74.125.103.25,DROP,7,,,,,0
30,1547913693,MS,smtp,216.147.146.125,74.125.103.25,RSET,7,,,,,0
31,1547913696,MS,smtp,68.147.224.90,74.125.103.24,RSET,4,,,,,0
32,1547913697,WS,http,69.180.195.225,74.125.105.30,GET,6,,,,,0
33,1547913698,MS,smtp,69.180.195.225,74.125.103.25,SEND,8,,,,,0
34,1547913698,FW,http,209.39.223.242,74.125.105.30,DROP,2,,,,,0
35,1547913700,FW,http,69.248.237.242,74.125.103.22,ACCEPT,6,,,,,0
36,1547913700,FW,ftp,69.180.195.225,74.125.103.20,ACCEPT,6,,,,,0
37,1547913701,WS,http,68.180.148.147,74.125.105.31,CONNECT,5,,,,,0
38,1547913703,FW,ftp,87.180.144.40,74.125.105.31,DROP,2,,,,,0
39,1547913703,MS,smtp,69.248.120.192,74.125.103.25,RSET,8,,,,,0
40,1547913704,FW,http,69.248.242.91,74.125.105.30,ACCEPT,9,,,,,0
41,1547913705,FW,http,209.147.65.67,74.125.105.31,ACCEPT,4,,,,,0
42,1547913705,FW,ftp,87.131.17.29,74.125.103.22,ACCEPT,7,,,,,0
43,1547913706,WS,http,68.131.40.49,74.125.105.30,OPTIONS,5,,,,,0
44,1547913707,FW,http,69.39.154.250,74.125.103.23,DROP,6,,,,,0
45,1547913707,FW,ssh,87.39.187.126,74.125.103.23,ACCEPT,4,,,,,0
46,1547913707,FW,ftp,68.180.128.173,74.125.103.21,ACCEPT,7,,,,,0
47,1547913708,FW,smtp,68.147.188.244,74.125.103.24,DROP,1,,,,,0
48,1547913709,MS,smtp,68.131.37.18,74.125.103.24,RCPT_TO,1,,,,,0
49,1547913709,WS,http,209.147.104.187,74.125.103.22,GET,7,,,,,0
50,1547913711,WS,http,68.131.216.93,74.125.103.23,GET,3,,,,,0
51,1547913713,WS,http,69.131.102.104,74.125.105.31,HEAD,7,,,,,0
52,1547913713,WS,http,68.180.161.77,74.125.103.20,POST,4,,,,,0
53,1547913713,FW,http,68.248.130.12,74.125.105.31,DROP,9,,,,,0
54,1547913714,MS,smtp,216.248.185.40,74.125.103.24,HELO,3,,,,,0
55,1547913715,WS,http,216.39.6.9,74.125.103.20,CONNECT,5,,,,,0
56,1547913717,FW,ssh,209.248.57.152,74.125.103.24,ACCEPT,1,,,,,0
57,1547913717,FW,http,68.39.85.187,74.125.103.21,DROP,9,,,,,0
58,1547913718,WS,http,216.180.127.139,74.125.103.20,OPTIONS,1,,,,,0
59,1547913719,MS,smtp,209.131.115.91,74.125.103.25,MAIL_FROM,6,,,,,0
60,1547913720,FW,smtp,68.147.218.80,74.125.103.25,ACCEPT,5,,,,,0
61,1547913721,FW,http,68.39.58.83,74.125.103.21,DROP,8,,,,,0
62,1547913721,WS,http,209.131.12.67,74.125.103.22,OPTIONS,9,,,,,0
63,1547913723,WS,http,209.131.161.41,74.125.103.23,CONNECT,6,,,,,0
64,1547913723,MS,smtp,68.248.142.145,74.125.103.25,QUIT,3,,,,,0
65,1547913723,FW,http,209.131.205.113,74.125.103.20,ACCEPT,4,,,,,0
66,1547913723,MS,smtp,68.180.90.185,74.125.103.24,MAIL_FROM,1,,,,,0
67,1547913723,FW,ssh,68.147.177.66,74.125.103.22,DROP,9,,,,,0
68,1547913724,FW,ssh,87.147.18.41,74.125.103.20,ACCEPT,5,,,,,0
69,1547913724,FW,ftp,87.147.200.113,74.125.103.22,DROP,7,,,,,0
70,1547913724,WS,http,68.131.18.177,74.125.103.23,CONNECT,4,,,,,0
71,1547913724,WS,http,69.39.233.134,74.125.105.30,GET,6,,,,,0
72,1547913726,WS,http,216.147.150.212,74.125.103.20,PUT,2,,,,,0
73,1547913727,MS,smtp,69.39.233.134,74.125.103.25,SEND,8,,,,,0
74,1547913727,FW,http,68.39.53.152,74.125.103.23,ACCEPT,3,,,,,0
75,1547913727,FW,ftp,69.39.233.134,74.125.103.20,ACCEPT,6,,,,,0
76,1547913727,WS,http,209.39.136.159,74.125.103.22,HEAD,1,,,,,0
77,1547913728,FW,ssh,87.131.171.88,74.125.103.24,ACCEPT,1,,,,,0
78,1547913729,FW,http,87.248.138.51,74.125.103.23,DROP,10,,,,,0
79,1547913729,FW,ssh,69.39.50.117,74.125.103.24,DROP,7,,,,,0
80,1547913730,FW,ssh,216.131.63.80,74.125.103.20,ACCEPT,2,,,,,0
81,1547913733,FW,http,68.248.143.236,74.125.103.22,ACCEPT,1,,,,,0
82,1547913733,FW,ssh,69.147.150.27,74.125.103.24,DROP,7,,,,,0
83,1547913734,FW,ftp,68.180.81.179,74.125.105.31,ACCEPT,5,,,,,0
84,1547913734,MS,smtp,68.131.165.244,74.125.103.24,MAIL_FROM,8,,,,,0
85,1547913734,MS,smtp,209.180.172.88,74.125.103.24,MAIL_FROM,6,,,,,0
86,1547913735,FW,ssh,87.131.55.24,74.125.103.24,ACCEPT,10,,,,,0
87,1547913735,WS,http,216.180.20.227,74.125.103.22,HEAD,7,,,,,0
88,1547913738,FW,ftp,209.147.104.187,74.125.103.23,DROP,6,,,,,0
89,1547913738,WS,http,209.131.161.41,74.125.105.31,GET,5,,,,,0
90,1547913740,FW,ssh,87.39.95.156,74.125.103.21,ACCEPT,2,,,,,0
91,1547913741,FW,http,216.180.90.206,74.125.103.21,DROP,3,,,,,0
92,1547913743,WS,http,87.180.144.40,74.125.103.21,GET,1,,,,,0
93,1547913743,WS,http,68.131.40.49,74.125.105.30,OPTIONS,7,,,,,0
94,1547913743,FW,ftp,216.248.185.40,74.125.103.20,ACCEPT,8,,,,,0
