67091,1005361195.0,,,172.016.113.204,197.218.177.069,FTP_User,,,22585,21,,0
67092,1005361205.0,,,172.016.113.204,172.016.112.100,Email_Ehlo,,,22641,25,,0
67088,1005361210.0,,,172.016.113.204,197.218.177.069,FTP_Syst,,,22585,21,,0
67093,1005361210.0,,,172.016.113.204,197.218.177.069,FTP_Pass,,,22585,21,,0
67089,1005361212.0,,,172.016.112.020,172.016.112.255,RIPExpire,,,520,520,,0
67090,1005361212.0,,,172.016.112.020,172.016.112.255,RIPAdd,,,520,520,,0
67087,1005361216.0,,,194.007.248.153,172.016.112.100,Email_Ehlo,,,43739,25,,0
67095,1005361218.0,,,194.027.251.021,172.016.112.194,Email_Ehlo,,,43740,25,,0
67096,1005361220.0,,,197.218.177.069,172.016.113.084,Email_Ehlo,,,43741,25,,0
67097,1005361246.0,,,172.016.112.207,197.218.177.069,Email_Ehlo,,,22643,25,,0
67094,1005361247.0,,,197.218.177.069,172.016.113.084,Email_Ehlo,,,43744,25,,0
67098,1005361286.0,,,172.016.113.084,172.016.112.050,TelnetTerminaltype,,,23713,23,,0
67099,1005361304.0,,,194.027.251.021,172.016.113.084,Email_Ehlo,,,43842,25,,0
67100,1005361305.0,,,194.027.251.021,172.016.112.207,Email_Ehlo,,,43843,25,,0
67101,1005361315.0,,,172.016.112.149,172.016.112.100,Email_Ehlo,,,24641,25,,0
67102,1005361324.0,,,195.115.218.108,172.016.113.084,Email_Ehlo,,,43859,25,,0
67103,1005361351.0,,,172.016.113.148,172.016.112.100,Email_Ehlo,,,24684,25,,0
67104,1005361360.0,,,194.027.251.021,172.016.113.207,Email_Ehlo,,,43885,25,,0
67105,1005361362.0,,,195.115.218.108,172.016.113.050,TelnetTerminaltype,,,43886,23,,0
67108,1005361378.0,,,135.008.060.182,172.016.112.100,Email_Ehlo,,,43888,25,,0
67109,1005361390.0,,,172.016.113.207,194.027.251.021,Email_Ehlo,,,24688,25,,0
67110,1005361391.0,,,172.016.113.207,135.013.216.191,Email_Ehlo,,,24690,25,,0
67106,1005361392.0,,,172.016.113.207,197.182.091.233,Email_Ehlo,,,24691,25,,0
67107,1005361393.0,,,172.016.113.207,197.218.177.069,Email_Ehlo,,,24692,25,,0
67111,1005361408.0,,,172.016.112.149,196.227.033.189,Email_Ehlo,,,24693,25,,0
67112,1005361408.0,,,172.016.113.207,172.016.112.100,Email_Ehlo,,,24694,25,,0
67113,1005361421.0,,,194.027.251.021,172.016.112.100,Email_Ehlo,,,43919,25,,0
67115,1005361501.0,,,172.016.113.207,194.027.251.021,Email_Ehlo,,,25325,25,,0
67116,1005361504.0,,,172.016.113.168,172.016.112.100,FTP_User,,,25314,21,,0
67117,1005361509.0,,,172.016.113.168,172.016.112.100,FTP_Pass,,,25314,21,,0
67114,1005361510.0,,,172.016.113.168,172.016.112.100,FTP_Syst,,,25314,21,,0
67119,1005361531.0,,,197.182.091.233,172.016.113.207,Email_Ehlo,,,43957,25,,0
67120,1005361534.0,,,197.218.177.069,172.016.113.207,Email_Ehlo,,,43958,25,,0
67121,1005361538.0,,,135.013.216.191,172.016.113.207,Email_Ehlo,,,43959,25,,0
67118,1005361552.0,,,172.016.113.084,197.182.091.233,Email_Ehlo,,,25620,25,,0
67123,1005361555.0,,,195.115.218.108,172.016.112.194,Email_Ehlo,,,43973,25,,0
67124,1005361567.0,,,194.027.251.021,172.016.112.194,TelnetTerminaltype,,,43976,23,,0
67125,1005361571.0,,,172.016.112.194,172.016.112.100,Email_Ehlo,,,25623,25,,0
67122,1005361584.0,,,172.016.113.148,197.218.177.069,TelnetTerminaltype,,,25627,23,,0
67126,1005361585.0,,,172.016.112.194,172.016.112.100,TelnetTerminaltype,,,25625,23,,0
67127,1005361591.0,,,172.016.113.050,172.016.114.050,FTP_User,,,1042,21,,0
67128,1005361593.0,,,172.016.113.050,172.016.114.050,FTP_Pass,,,1042,21,,0
67129,1005361633.0,,,195.073.151.050,172.016.113.207,Email_Ehlo,,,44069,25,,0
67130,1005361662.0,,,172.016.113.169,172.016.112.100,Email_Ehlo,,,27181,25,,0
67131,1005361677.0,,,172.016.113.207,195.073.151.050,Email_Ehlo,,,27183,25,,0
67132,1005361679.0,,,172.016.113.207,195.115.218.108,Email_Ehlo,,,27184,25,,0
67133,1005361711.0,,,172.016.113.207,195.073.151.050,Email_Ehlo,,,28760,25,,0
67134,1005361755.0,,,172.016.113.204,172.016.112.050,TelnetTerminaltype,,,28777,23,,0
67135,1005361767.0,,,197.182.091.233,172.016.113.168,TelnetTerminaltype,,,44139,23,,0
67136,1005361809.0,,,194.007.248.153,172.016.112.050,Email_Ehlo,,,44141,25,,0
67138,1005361849.0,,,172.016.113.050,172.016.115.020,FTP_User,,,1045,21,,0
67139,1005361850.0,,,172.016.113.050,172.016.115.020,FTP_Pass,,,1045,21,,0
67140,1005361858.0,,,172.016.113.084,172.016.112.050,TelnetTerminaltype,,,29231,23,,0
67137,1005361859.0,,,197.218.177.069,172.016.112.207,Email_Ehlo,,,44184,25,,0
67143,1005361860.0,,,197.218.177.069,172.016.113.148,Email_Ehlo,,,44185,25,,0
67141,1005361873.0,,,135.013.216.191,172.016.113.204,Email_Ehlo,,,44188,25,,0
67144,1005361873.0,,,135.013.216.191,172.016.113.050,Email_Ehlo,,,44186,25,,0
67145,1005361873.0,,,135.013.216.191,172.016.112.050,Email_Ehlo,,,44187,25,,0
67142,1005361888.0,,,195.073.151.050,172.016.112.149,Email_Ehlo,,,44189,25,,0
67146,1005361900.0,,,172.016.112.207,197.218.177.069,Email_Ehlo,,,29378,25,,0
67147,1005361913.0,,,172.016.113.169,172.016.113.050,TelnetTerminaltype,,,29712,23,,0
67148,1005361914.0,,,172.016.113.168,197.182.091.233,TelnetTerminaltype,,,29713,23,,0
67150,1005361934.0,,,196.227.033.189,172.016.113.207,Email_Ehlo,,,44218,25,,0
67151,1005361934.0,,,172.016.113.084,172.016.114.050,TelnetTerminaltype,,,29714,23,,0
67152,1005361940.0,,,194.027.251.021,172.016.112.207,Email_Ehlo,,,44220,25,,0
67149,1005361941.0,,,194.027.251.021,172.016.113.148,Email_Ehlo,,,44221,25,,0
67153,1005361965.0,,,172.016.113.207,172.016.112.100,Email_Ehlo,,,29716,25,,0
67154,1005361969.0,,,194.007.248.153,172.016.112.050,TelnetTerminaltype,,,44225,23,,0
67155,1005361973.0,,,172.016.112.194,172.016.113.050,TelnetTerminaltype,,,29720,23,,0
67156,1005362000.0,,,172.016.114.050,172.016.113.050,Email_Ehlo,,,44227,25,,0
67157,1005362033.0,,,172.016.113.084,172.016.113.050,TelnetTerminaltype,,,30001,23,,0
67158,1005362037.0,,,172.016.113.204,172.016.112.050,TelnetTerminaltype,,,30002,23,,0
67159,1005362084.0,,,172.016.113.204,194.027.251.021,Email_Ehlo,,,30148,25,,0
67160,1005362085.0,,,172.016.113.204,135.013.216.191,Email_Ehlo,,,30169,25,,0
67161,1005362093.0,,,196.227.033.189,172.016.115.020,TelnetTerminaltype,,,44261,23,,0
67162,1005362132.0,,,172.016.113.084,135.013.216.191,Email_Ehlo,,,30768,25,,0
67166,1005362146.0,,,172.016.112.194,194.007.248.153,Email_Ehlo,,,30827,25,,0
67167,1005362147.0,,,172.016.112.194,197.182.091.233,Email_Ehlo,,,30828,25,,0
67168,1005362148.0,,,172.016.112.194,195.115.218.108,Email_Ehlo,,,30829,25,,0
67163,1005362150.0,,,172.016.112.207,195.115.218.108,Email_Ehlo,,,31144,25,,0
67164,1005362154.0,,,172.016.113.204,172.016.112.050,TelnetTerminaltype,,,31208,23,,0
67165,1005362162.0,,,172.016.113.105,135.008.060.182,Email_Ehlo,,,31215,25,,0
67169,1005362176.0,,,172.016.112.194,196.037.075.158,Email_Ehlo,,,31216,25,,0
67171,1005362205.0,,,195.073.151.050,172.016.112.100,FTP_User,,,44315,21,,0
67172,1005362216.0,,,194.027.251.021,172.016.112.100,Email_Ehlo,,,44322,25,,0
67170,1005362219.0,,,195.073.151.050,172.016.112.100,FTP_Syst,,,44315,21,,0
67173,1005362219.0,,,195.073.151.050,172.016.112.100,FTP_Pass,,,44315,21,,0
67174,1005362281.0,,,172.016.113.169,172.016.112.050,TelnetTerminaltype,,,31402,23,,0
67175,1005362315.0,,,172.016.113.168,194.027.251.021,Email_Ehlo,,,31570,25,,0
67176,1005362348.0,,,172.016.113.204,172.016.112.100,Email_Ehlo,,,31836,25,,0
67177,1005362377.0,,,172.016.113.168,135.008.060.182,Email_Ehlo,,,31845,25,,0
67179,1005362388.0,,,172.016.112.207,195.073.151.050,Email_Ehlo,,,31897,25,,0
67180,1005362389.0,,,172.016.112.207,135.013.216.191,Email_Ehlo,,,31903,25,,0
67181,1005362392.0,,,194.007.248.153,172.016.112.194,Email_Ehlo,,,44371,25,,0
67178,1005362406.0,,,135.008.060.182,172.016.112.100,Email_Ehlo,,,44372,25,,0
67183,1005362473.0,,,135.013.216.191,172.016.112.194,Email_Ehlo,,,44385,25,,0
67184,1005362474.0,,,135.013.216.191,172.016.113.148,Email_Ehlo,,,44386,25,,0
67185,1005362474.0,,,135.013.216.191,172.016.112.050,Email_Ehlo,,,44387,25,,0
67182,1005362475.0,,,135.013.216.191,172.016.113.204,Email_Ehlo,,,44388,25,,0
67186,1005362519.0,,,135.013.216.191,172.016.112.100,Email_Ehlo,,,44417,25,,0
67187,1005362526.0,,,195.073.151.050,172.016.112.207,Email_Ehlo,,,44421,25,,0
67188,1005362538.0,,,172.016.112.149,172.016.112.100,Email_Ehlo,,,1026,25,,0
67189,1005362545.0,,,197.182.091.233,172.016.113.168,Email_Ehlo,,,44422,25,,0
67190,1005362561.0,,,197.182.091.233,172.016.112.149,Email_Ehlo,,,44423,25,,0
