67132,1005361679.0,,,172.016.113.207,195.115.218.108,Email_Ehlo,,,27184,25,"323,6,1410,247,67132,,3,2001-11-10 04:07:59,27184,172.016.113.207,27184,25,195.115.218.108,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,358,5NPIYAMS4GHTH98I9OS6O46HS8,0,152.014.009.144,101,network_sensor_1,18000,62000000,5,,,172.16.113.207,195.115.218.108,152.14.9.144,Email_Ehlo,,,,,,0,1",
67133,1005361711.0,,,172.016.113.207,195.073.151.050,Email_Ehlo,,,28760,25,"323,6,1410,248,67133,,3,2001-11-10 04:08:31,28760,172.016.113.207,28760,25,195.073.151.050,E-mail,00:C0:4F:A3:57:DB,,00:10:5A:9C:B2:8E,,,,,3,?,359,NZLMJNJPCP9GJKI4ZYEX4YTYQ4,0,152.014.009.144,101,network_sensor_1,18000,437000000,5,,,172.16.113.207,195.73.151.50,152.14.9.144,Email_Ehlo,,,,,,0,1",
67134,1005361755.0,,,172.016.113.204,172.016.112.050,TelnetTerminaltype,,,28777,23,"3943,6,1410,249,67134,,3,2001-11-10 04:09:15,28777,172.016.113.204,28777,23,172.016.112.050,Telnet,00:C0:4F:A3:57:DB,,08:00:20:89:A5:9F,,,,,3,?,360,5XA9R9I6K6CY8DW4DVMBRHGPN6,0,152.014.009.144,101,network_sensor_1,18000,156000000,5,,,172.16.113.204,172.16.112.50,152.14.9.144,TelnetTerminaltype,,,,,,0,1",
67135,1005361767.0,,,197.182.091.233,172.016.113.168,TelnetTerminaltype,,,44139,23,"3943,6,1410,249,67135,,3,2001-11-10 04:09:27,44139,197.182.091.233,44139,23,172.016.113.168,Telnet,00:10:5A:9C:B2:8E,,00:C0:4F:A3:57:DB,,,,,3,?,361,SQQZMAFUJI8FDJD5U5SN5OHV95,0,152.014.009.144,101,network_sensor_1,18000,625000000,5,,,197.182.91.233,172.16.113.168,152.14.9.144,TelnetTerminaltype,,,,,,0,1",
67136,1005361809.0,,,194.007.248.153,172.016.112.050,Email_Ehlo,,,44141,25,"323,6,1410,250,67136,,3,2001-11-10 04:10:09,44141,194.007.248.153,44141,25,172.016.112.050,E-mail,00:10:5A:9C:B2:8E,,08:00:20:89:A5:9F,,,,,3,?,362,BQTL8YOBZYN6MLETRNYZEVALL6,0,152.014.009.144,101,network_sensor_1,18000,812000000,5,,,194.7.248.153,172.16.112.50,152.14.9.144,Email_Ehlo,,,,,,0,1",
67137,1005361859.0,,,197.218.177.069,172.016.112.207,Email_Ehlo,,,44184,25,"323,6,1410,250,67137,,3,2001-11-10 04:10:59,44184,197.218.177.069,44184,25,172.016.112.207,E-mail,00:10:5A:9C:B2:8E,,00:C0:4F:A3:57:DB,,,,,3,?,366,YEASY5MGV6DM56DF76XOWKCA9Z,0,152.014.009.144,101,network_sensor_1,18000,500000000,5,,,197.218.177.69,172.16.112.207,152.14.9.144,Email_Ehlo,,,,,,0,1",
67138,1005361849.0,,,172.016.113.050,172.016.115.020,FTP_User,,,1045,21,"652,6,1410,250,67138,,3,2001-11-10 04:10:49,1045,172.016.113.050,1045,21,172.016.115.020,FTP,08:00:20:1B:0B:9B,,08:00:20:89:BA:28,,,,,2,?,363,JCM999JYANUVKEEL4SY54A9QN5,0,152.014.009.144,101,network_sensor_1,18000,718000000,5,,,172.16.113.50,172.16.115.20,152.14.9.144,FTP_User,,,,,,0,1",
67139,1005361850.0,,,172.016.113.050,172.016.115.020,FTP_Pass,,,1045,21,"649,6,1410,250,67139,,3,2001-11-10 04:10:50,1045,172.016.113.050,1045,21,172.016.115.020,FTP,08:00:20:1B:0B:9B,,08:00:20:89:BA:28,,,,,2,?,364,UJGNYRDUGRODBXD6SJLWE5BPF5,0,152.014.009.144,101,network_sensor_1,18000,359000000,5,,,172.16.113.50,172.16.115.20,152.14.9.144,FTP_Pass,,,,,,0,1",
67140,1005361858.0,,,172.016.113.084,172.016.112.050,TelnetTerminaltype,,,29231,23,"3943,6,1410,250,67140,,3,2001-11-10 04:10:58,29231,172.016.113.084,29231,23,172.016.112.050,Telnet,00:C0:4F:A3:57:DB,,08:00:20:89:A5:9F,,,,,3,?,365,6ASNWJMGNTTFAHOGWOGJASRFO6,0,152.014.009.144,101,network_sensor_1,18000,234000000,5,,,172.16.113.84,172.16.112.50,152.14.9.144,TelnetTerminaltype,,,,,,0,1",
67141,1005361873.0,,,135.013.216.191,172.016.113.204,Email_Ehlo,,,44188,25,"323,6,1410,251,67141,,3,2001-11-10 04:11:13,44188,135.013.216.191,44188,25,172.016.113.204,E-mail,00:10:5A:9C:B2:8E,,00:C0:4F:A3:57:DB,,,,,3,?,370,4QFSO8KHMHWZSOIEAEVY9P86LY,24,152.014.009.144,101,network_sensor_1,18000,718000000,5,,,135.13.216.191,172.16.113.204,152.14.9.144,Email_Ehlo,,,,,,0,1",
