65909,1005343969.0,,,172.016.113.084,197.182.091.233,Email_Ehlo,,,43972,25,"323,6,1409,1392,65909,,3,2001-11-09 23:12:49,43972,172.016.113.084,43972,25,197.182.091.233,E-mail,00:50:DA:B7:06:88,,00:10:7B:38:46:3B,,,,,3,?,126,OFCXXIDB8PI8DJ9UQ9XMLGUPN8,0,152.014.009.144,101,network_sensor_1,18000,46000000,5,,,172.16.113.84,197.182.91.233,152.14.9.144,Email_Ehlo,,,,,,0,1",
65910,1005343971.0,,,195.115.218.108,172.016.112.194,Email_Ehlo,,,4188,25,"323,6,1409,1392,65910,,3,2001-11-09 23:12:51,4188,195.115.218.108,4188,25,172.016.112.194,E-mail,00:10:7B:38:46:3B,,00:50:DA:B7:06:88,,,,,3,?,127,SKOCEGOWAAEVJ4AW5OUO5KD8J6,0,152.014.009.144,101,network_sensor_1,18000,687000000,5,,,195.115.218.108,172.16.112.194,152.14.9.144,Email_Ehlo,,,,,,0,1",
65911,1005343984.0,,,194.027.251.021,172.016.112.194,TelnetTerminaltype,,,4189,23,"3943,6,1409,1393,65911,,3,2001-11-09 23:13:04,4189,194.027.251.021,4189,23,172.016.112.194,Telnet,00:10:7B:38:46:3B,,00:50:DA:B7:06:88,,,,,3,?,128,JF4SP8KAZXSUNTEDVRICCHCOE5,0,152.014.009.144,101,network_sensor_1,18000,406000000,5,,,194.27.251.21,172.16.112.194,152.14.9.144,TelnetTerminaltype,,,,,,0,1",
65912,1005344000.0,,,172.016.113.148,197.218.177.069,TelnetTerminaltype,,,43977,23,"3943,6,1409,1393,65912,,3,2001-11-09 23:13:20,43977,172.016.113.148,43977,23,197.218.177.069,Telnet,00:50:DA:B7:06:88,,00:10:7B:38:46:3B,,,,,3,?,129,4KX9UZ7DPJPXIMQSS58M9N4HT9,0,152.014.009.144,101,network_sensor_1,18000,625000000,5,,,172.16.113.148,197.218.177.69,152.14.9.144,TelnetTerminaltype,,,,,,0,1",
65913,1005344008.0,,,172.016.113.050,172.016.114.050,FTP_User,,,43978,21,"652,6,1409,1393,65913,,3,2001-11-09 23:13:28,43978,172.016.113.050,43978,21,172.016.114.050,FTP,00:50:DA:B7:06:88,,00:00:C0:17:79:5A,,,,,2,?,130,WFVQU8JA4BLPJ669879QFA4DAY,0,152.014.009.144,101,network_sensor_1,18000,218000000,5,,,172.16.113.50,172.16.114.50,152.14.9.144,FTP_User,,,,,,0,1",
65914,1005344009.0,,,172.016.113.050,172.016.114.050,FTP_Pass,,,43978,21,"649,6,1409,1393,65914,,3,2001-11-09 23:13:29,43978,172.016.113.050,43978,21,172.016.114.050,FTP,00:50:DA:B7:06:88,,00:00:C0:17:79:5A,,,,,2,?,131,MYGRPMUUTR977F9H9YCD8HYVR7,0,152.014.009.144,101,network_sensor_1,18000,796000000,5,,,172.16.113.50,172.16.114.50,152.14.9.144,FTP_Pass,,,,,,0,1",
65915,1005344050.0,,,195.073.151.050,172.016.113.207,Email_Ehlo,,,4191,25,"323,6,1409,1394,65915,,3,2001-11-09 23:14:10,4191,195.073.151.050,4191,25,172.016.113.207,E-mail,00:10:7B:38:46:3B,,00:50:DA:B7:06:88,,,,,3,?,132,QGADOIOLUXPMFG6FUPALDALSG9,0,152.014.009.144,101,network_sensor_1,18000,312000000,5,,,195.73.151.50,172.16.113.207,152.14.9.144,Email_Ehlo,,,,,,0,1",
65916,1005344094.0,,,172.016.113.207,195.073.151.050,Email_Ehlo,,,44073,25,"323,6,1409,1394,65916,,3,2001-11-09 23:14:54,44073,172.016.113.207,44073,25,195.073.151.050,E-mail,00:50:DA:B7:06:88,,00:10:7B:38:46:3B,,,,,3,?,133,F8PX4JKV8HDUIUFKMIR7JKLYPZ,0,152.014.009.144,101,network_sensor_1,18000,250000000,5,,,172.16.113.207,195.73.151.50,152.14.9.144,Email_Ehlo,,,,,,0,1",
65917,1005344095.0,,,172.016.113.207,195.115.218.108,Email_Ehlo,,,44074,25,"323,6,1409,1394,65917,,3,2001-11-09 23:14:55,44074,172.016.113.207,44074,25,195.115.218.108,E-mail,00:50:DA:B7:06:88,,00:10:7B:38:46:3B,,,,,3,?,134,9RLM99YUUG6ULNFTJGVN6NZVM6,0,152.014.009.144,101,network_sensor_1,18000,546000000,5,,,172.16.113.207,195.115.218.108,152.14.9.144,Email_Ehlo,,,,,,0,1",
65918,1005344127.0,,,172.016.113.207,195.073.151.050,Email_Ehlo,,,44125,25,"323,6,1409,1395,65918,,3,2001-11-09 23:15:27,44125,172.016.113.207,44125,25,195.073.151.050,E-mail,00:50:DA:B7:06:88,,00:10:7B:38:46:3B,,,,,3,?,135,4WN7V5CHL8KZ5F8BLN7XP9HAU7,0,152.014.009.144,101,network_sensor_1,18000,921000000,5,,,172.16.113.207,195.73.151.50,152.14.9.144,Email_Ehlo,,,,,,0,1",
65919,1005344184.0,,,197.182.091.233,172.016.113.168,TelnetTerminaltype,,,4193,23,"3943,6,1409,1396,65919,,3,2001-11-09 23:16:24,4193,197.182.091.233,4193,23,172.016.113.168,Telnet,00:10:7B:38:46:3B,,00:50:DA:B7:06:88,,,,,3,?,136,S8XHDIUARRZ9JLRP8E7CY7TU6Y,0,152.014.009.144,101,network_sensor_1,18000,125000000,5,,,197.182.91.233,172.16.113.168,152.14.9.144,TelnetTerminaltype,,,,,,0,1",
65920,1005344226.0,,,194.007.248.153,172.016.112.050,Email_Ehlo,,,4194,25,"323,6,1409,1397,65920,,3,2001-11-09 23:17:06,4194,194.007.248.153,4194,25,172.016.112.050,E-mail,00:10:7B:38:46:3B,,00:50:DA:B7:06:88,,,,,3,?,137,4Z9B5AC8GMESYBVSUW6PZJGI5Y,0,152.014.009.144,101,network_sensor_1,18000,296000000,5,,,194.7.248.153,172.16.112.50,152.14.9.144,Email_Ehlo,,,,,,0,1",
