0,1497319402.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
1,1497319466.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
2,1497319701.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
3,1497319701.0,,,192.168.4.120,69.25.47.62,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
4,1497319701.0,,,69.25.47.62,192.168.4.120,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
5,1497319702.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
34,1497319705.0,,,192.168.4.120,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
35,1497319706.0,,,96.255.120.45,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
37,1497319707.0,,,192.168.4.120,161.58.8.140,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
38,1497319707.0,,,192.168.4.120,69.25.47.62,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
40,1497319707.0,,,75.127.97.197,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
41,1497319707.0,,,69.25.47.62,192.168.4.120,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
45,1497319709.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
46,1497319709.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
52,1497319718.0,,,142.166.14.72,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
53,1497319718.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
54,1497319719.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
61,1497319719.0,,,204.9.177.195,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
62,1497319721.0,,,192.168.4.120,69.25.47.62,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
63,1497319721.0,,,69.25.47.62,192.168.4.120,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
69,1497319731.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
70,1497319731.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
71,1497319735.0,,,208.122.28.27,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
72,1497319735.0,,,72.21.202.153,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
75,1497319742.0,,,208.122.28.26,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
76,1497319744.0,,,208.122.28.27,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
77,1497319754.0,,,204.9.177.195,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
78,1497319758.0,,,208.122.28.27,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
79,1497319761.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
80,1497319761.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
81,1497319764.0,,,208.122.28.21,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
82,1497319765.0,,,208.122.28.26,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
83,1497319767.0,,,208.122.28.27,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
84,1497319771.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
91,1497319784.0,,,208.122.28.27,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
92,1497319793.0,,,72.233.44.59,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
93,1497319797.0,,,208.122.28.18,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
94,1497319819.0,,,72.233.44.59,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
95,1497319839.0,,,72.233.44.59,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
96,1497319842.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
97,1497319895.0,,,192.168.5.122,192.168.2.107,Consecutive TCP small segments exceeding threshold,,,,,,
102,1497320404.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
103,1497320404.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
122,1497320408.0,,,64.147.162.160,192.168.1.103,(spp_sdf) SDF Combination Alert,,,,,,
123,1497320410.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
124,1497320531.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
125,1497320783.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
126,1497320911.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
127,1497321060.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
128,1497321062.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
139,1497321084.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
