0,1547907791,FW,smtp,69.180.172.230,74.125.103.25,ACCEPT,1,,,,,0
1,1547907792,FW,ftp,87.180.82.139,74.125.105.31,DROP,3,,,,,0
2,1547907792,FW,http,69.180.253.46,74.125.103.21,DROP,5,,,,,0
3,1547907792,FW,http,87.147.99.189,74.125.103.20,DROP,4,,,,,0
4,1547907795,FW,http,87.147.77.23,74.125.103.20,DROP,3,,,,,0
5,1547907795,FW,http,87.147.16.107,74.125.103.23,DROP,7,,,,,0
6,1547907796,MS,smtp,216.147.16.4,74.125.103.24,NOOP,6,,,,,0
7,1547907796,FW,ftp,209.131.187.78,74.125.103.20,DROP,1,,,,,0
8,1547907798,WS,http,87.39.230.154,74.125.103.23,POST,9,,,,,0
9,1547907799,FW,http,209.131.150.246,74.125.103.20,DROP,2,,,,,0
10,1547907799,FW,http,69.147.160.18,74.125.105.31,ACCEPT,4,,,,,0
11,1547907800,MS,smtp,87.180.253.201,74.125.103.24,HELO,5,,,,,0
12,1547907801,MS,smtp,209.131.21.193,74.125.103.24,MAIL_FROM,8,,,,,0
13,1547907803,WS,http,68.248.222.143,74.125.103.23,HEAD,3,,,,,0
14,1547907804,MS,smtp,69.147.71.238,74.125.103.24,AUTH,6,,,,,0
15,1547907805,WS,http,69.147.160.18,74.125.105.31,CONNECT,4,,,,,0
16,1547907806,MS,smtp,209.39.15.85,74.125.103.25,NOOP,3,,,,,0
17,1547907808,FW,http,216.180.160.210,74.125.103.23,ACCEPT,5,,,,,0
18,1547907808,FW,smtp,69.147.71.238,74.125.103.25,ACCEPT,2,,,,,0
19,1547907809,MS,smtp,68.39.116.65,74.125.103.25,RSET,6,,,,,0
20,1547907810,FW,ssh,216.180.139.5,74.125.103.23,DROP,3,,,,,0
21,1547907811,WS,http,69.147.71.238,74.125.105.30,POST,4,,,,,0
22,1547907813,WS,http,69.147.154.93,74.125.105.30,GET,3,,,,,0
23,1547907813,FW,http,87.39.190.155,74.125.103.20,ACCEPT,6,,,,,0
24,1547907814,WS,http,69.147.71.238,74.125.105.31,CONNECT,5,,,,,0
25,1547907814,MS,smtp,69.248.188.98,74.125.103.25,SEND,1,,,,,0
26,1547907814,MS,smtp,216.39.148.77,74.125.103.25,DATA,2,,,,,0
27,1547907815,MS,smtp,69.39.170.238,74.125.103.24,MAIL_FROM,2,,,,,0
28,1547907817,FW,ftp,69.147.71.238,74.125.103.25,ACCEPT,2,,,,,0
29,1547907817,WS,http,69.147.71.238,74.125.105.31,CONNECT,8,,,,,0
30,1547907819,FW,http,216.39.148.77,74.125.103.21,DROP,2,,,,,0
31,1547907819,FW,http,216.39.148.77,74.125.103.22,DROP,3,,,,,0
32,1547907820,WS,http,216.180.23.169,74.125.105.30,CONNECT,3,,,,,0
33,1547907820,WS,http,69.131.188.20,74.125.103.21,HEAD,7,,,,,0
34,1547907821,FW,http,87.131.167.132,74.125.103.20,ACCEPT,1,,,,,0
35,1547907821,WS,http,87.147.99.189,74.125.103.22,PUT,6,,,,,0
36,1547907821,WS,http,69.180.69.6,74.125.103.20,CONNECT,7,,,,,0
37,1547907822,FW,http,68.39.38.80,74.125.103.23,DROP,5,,,,,0
38,1547907822,MS,smtp,87.180.76.118,74.125.103.24,AUTH,6,,,,,0
39,1547907823,MS,smtp,216.248.5.108,74.125.103.24,RSET,8,,,,,0
40,1547907824,MS,smtp,68.131.98.20,74.125.103.25,MAIL_FROM,7,,,,,0
41,1547907824,MS,smtp,87.147.11.96,74.125.103.25,NOOP,8,,,,,0
42,1547907826,FW,smtp,87.180.76.118,74.125.103.25,ACCEPT,2,,,,,0
43,1547907828,WS,http,87.248.38.82,74.125.105.30,HEAD,2,,,,,0
44,1547907829,FW,http,216.248.177.163,74.125.103.20,ACCEPT,2,,,,,0
45,1547907829,WS,http,87.180.76.118,74.125.105.30,POST,4,,,,,0
46,1547907830,WS,http,216.39.119.36,74.125.103.20,GET,4,,,,,0
47,1547907831,MS,smtp,209.180.248.227,74.125.103.25,MAIL_FROM,1,,,,,0
48,1547907832,FW,ssh,216.248.24.143,74.125.103.20,DROP,7,,,,,0
49,1547907832,MS,smtp,68.131.195.44,74.125.103.24,EHLO,4,,,,,0
50,1547907835,FW,http,209.248.37.92,74.125.105.31,ACCEPT,4,,,,,0
51,1547907837,WS,http,216.248.147.50,74.125.103.21,GET,7,,,,,0
52,1547907839,WS,http,68.147.10.238,74.125.103.22,POST,8,,,,,0
53,1547907842,WS,http,69.248.194.89,74.125.103.23,GET,6,,,,,0
54,1547907842,WS,http,216.180.249.221,74.125.103.21,OPTIONS,6,,,,,0
55,1547907843,WS,http,216.180.68.39,74.125.105.30,HEAD,4,,,,,0
56,1547907843,WS,http,87.147.112.228,74.125.103.23,HEAD,7,,,,,0
57,1547907844,FW,ssh,216.39.205.91,74.125.103.21,ACCEPT,2,,,,,0
58,1547907847,FW,ftp,216.180.160.210,74.125.103.25,DROP,8,,,,,0
59,1547907847,FW,ssh,216.39.197.155,74.125.105.30,DROP,8,,,,,0
60,1547907848,WS,http,209.131.109.4,74.125.103.20,POST,5,,,,,0
61,1547907848,FW,ftp,216.248.24.143,74.125.103.21,DROP,3,,,,,0
62,1547907848,WS,http,209.131.133.5,74.125.103.23,CONNECT,8,,,,,0
63,1547907851,WS,http,216.248.138.65,74.125.103.20,CONNECT,5,,,,,0
64,1547907853,WS,http,69.39.223.147,74.125.103.20,HEAD,8,,,,,0
65,1547907853,WS,http,216.180.249.221,74.125.105.30,POST,8,,,,,0
66,1547907855,FW,http,69.39.223.147,74.125.103.22,DROP,6,,,,,0
67,1547907857,WS,http,87.147.16.107,74.125.105.30,GET,7,,,,,0
68,1547907860,FW,http,216.180.249.221,74.125.105.31,ACCEPT,5,,,,,0
69,1547907863,FW,http,209.131.109.4,74.125.105.30,DROP,6,,,,,0
70,1547907864,WS,http,68.131.90.71,74.125.105.30,GET,7,,,,,0
71,1547907864,WS,http,216.180.249.221,74.125.103.20,PUT,6,,,,,0
72,1547907865,WS,http,69.147.71.238,74.125.105.31,CONNECT,5,,,,,0
73,1547907867,FW,ftp,68.131.90.71,74.125.105.30,ACCEPT,6,,,,,0
74,1547907867,FW,ftp,69.147.71.238,74.125.103.25,ACCEPT,2,,,,,0
75,1547907868,FW,ftp,209.39.65.13,74.125.103.23,ACCEPT,10,,,,,0
76,1547907870,MS,smtp,68.147.230.195,74.125.103.25,RSET,1,,,,,0
77,1547907870,WS,http,68.131.90.71,74.125.103.22,POST,7,,,,,0
78,1547907870,WS,http,69.147.71.238,74.125.105.31,CONNECT,8,,,,,0
79,1547907871,WS,http,68.131.98.20,74.125.103.23,GET,2,,,,,0
80,1547907872,WS,http,216.180.141.32,74.125.105.30,HEAD,5,,,,,0
81,1547907873,FW,http,209.39.136.5,74.125.103.22,ACCEPT,1,,,,,0
82,1547907875,FW,http,68.131.90.71,74.125.103.22,ACCEPT,8,,,,,0
83,1547907877,FW,ftp,69.248.231.223,74.125.103.24,ACCEPT,4,,,,,0
84,1547907880,FW,http,216.39.39.202,74.125.103.23,ACCEPT,2,,,,,0
85,1547907880,FW,http,68.39.225.53,74.125.103.20,ACCEPT,5,,,,,1
86,1547907881,WS,http,68.147.253.252,74.125.105.30,CONNECT,8,,,,,0
87,1547907881,MS,smtp,68.39.225.53,74.125.103.24,DATA,8,,,,,1
88,1547907883,MS,smtp,216.180.38.229,74.125.103.25,DATA,2,,,,,0
89,1547907884,MS,smtp,209.131.13.157,74.125.103.25,MAIL_FROM,7,,,,,0
90,1547907887,FW,http,216.180.38.229,74.125.103.21,DROP,2,,,,,0
