65354,1005334571.0,,,194.027.251.021,172.016.112.207,TelnetTerminaltype,,,2072,23,,
65355,1005334587.0,,,172.016.113.204,194.007.248.153,Email_Ehlo,,,63331,25,,
65359,1005334598.0,,,172.016.113.207,194.027.251.021,Email_Ehlo,,,63332,25,,
65360,1005334599.0,,,172.016.113.207,196.227.033.189,Email_Ehlo,,,63333,25,,
65361,1005334600.0,,,172.016.113.207,135.008.060.182,Email_Ehlo,,,63334,25,,
65356,1005334609.0,,,135.008.060.182,172.016.113.207,Email_Ehlo,,,2074,25,,
65357,1005334625.0,,,172.016.113.148,172.016.114.050,Email_Ehlo,,,63336,25,,
65358,1005334625.0,,,172.016.113.148,194.007.248.153,Email_Ehlo,,,63337,25,,
65362,1005334636.0,,,172.016.113.168,195.115.218.108,Email_Ehlo,,,63338,25,,
65364,1005334687.0,,,172.016.112.194,172.016.114.050,TelnetTerminaltype,,,63343,23,,
65365,1005334697.0,,,172.016.113.204,194.007.248.153,Email_Ehlo,,,63344,25,,
65366,1005334700.0,,,194.007.248.153,172.016.112.194,TelnetTerminaltype,,,2113,23,,
65367,1005334754.0,,,194.007.248.153,172.016.113.148,Email_Ehlo,,,2129,25,,
65368,1005334780.0,,,194.007.248.153,172.016.112.194,TelnetTerminaltype,,,2131,23,,
65372,1005334817.0,,,172.016.113.207,195.073.151.050,Email_Ehlo,,,63363,25,,
65373,1005334818.0,,,172.016.113.207,197.182.091.233,Email_Ehlo,,,63364,25,,
65374,1005334831.0,,,135.013.216.191,172.016.112.207,Email_Ehlo,,,2138,25,,
65369,1005334832.0,,,135.013.216.191,172.016.113.148,Email_Ehlo,,,2139,25,,
65370,1005334833.0,,,195.115.218.108,172.016.112.100,Email_Ehlo,,,2176,25,,
65371,1005334834.0,,,135.013.216.191,172.016.112.149,Email_Ehlo,,,2140,25,,
65379,1005334865.0,,,172.016.113.169,195.073.151.050,Email_Ehlo,,,63400,25,,
65380,1005334866.0,,,172.016.113.169,194.027.251.021,Email_Ehlo,,,63401,25,,
65375,1005334867.0,,,172.016.113.169,135.013.216.191,Email_Ehlo,,,63402,25,,
65376,1005334868.0,,,172.016.113.169,195.115.218.108,Email_Ehlo,,,63403,25,,
65377,1005334869.0,,,172.016.113.169,135.008.060.182,Email_Ehlo,,,63404,25,,
